pdb_id,chain_a,chain_b,split,num_residues,num_binding
5ST7,A,B,train,237,10
5ST7,B,A,train,300,9
5STF,A,B,test,237,11
5STF,B,A,test,300,8
5SVY,A,B,train,50,20
5STC,A,B,train,237,10
5STC,B,A,train,300,8
5SZC,A,H,train,115,37
5ST9,A,B,train,237,10
5ST9,B,A,train,300,9
5SZB,A,H,test,115,36
5STR,A,B,train,237,11
5STR,B,A,train,300,9
5TDA,A,B,train,71,20
5TDB,A,B,train,70,19
5TDR,A,B,val,70,20
5STZ,A,B,val,237,11
5STZ,B,A,val,300,9
5T5J,A,B,train,229,29
5T5J,B,A,train,229,28
5TEG,A,B,train,160,10
5TEG,B,A,train,158,18
5TZP,A,B,train,138,25
5TNT,A,B,train,235,30
5TNT,B,A,train,55,19
5UL6,A,M,train,58,15
5T5L,A,B,val,229,27
5T5L,B,A,val,229,28
5TY6,H,L,train,224,61
5TY6,L,H,train,212,59
5UUK,A,B,train,152,30
5UUL,A,B,train,152,31
5V1V,A,B,val,88,7
5V1V,B,A,val,85,12
5V3N,A,B,train,109,50
5V3N,B,A,train,33,24
5UD9,H,L,train,227,54
5UD9,L,H,train,205,53
5W89,A,B,train,141,32
5VI6,A,B,train,353,22
5VXR,H,L,train,207,58
5VXR,L,H,train,217,61
5WCA,H,L,train,226,61
5WCA,L,H,train,211,66
5WXF,U,P,train,246,35
5V1Y,A,B,train,114,8
5V1Y,B,A,train,113,9
5V1Y,C,A,train,72,12
5V1Y,D,A,train,73,1
5WMQ,A,B,train,276,42
5WMQ,B,A,train,99,33
5WXH,A,C,train,63,8
5WXH,C,A,train,60,8
5WL1,A,B,train,280,50
5WL1,B,A,train,98,38
5XCO,A,B,train,170,18
5XEC,C,A,train,80,33
5XEC,A,C,train,82,50
5XHZ,A,B,train,60,8
5XHZ,B,A,train,59,9
5X4G,A,B,val,215,53
5X4G,B,A,val,213,54
5XCT,A,B,train,167,67
5XCT,B,A,train,161,71
5XN3,A,B,train,199,13
5XCQ,A,B,test,166,66
5XCQ,B,A,test,160,62
5XLU,A,B,train,358,183
5XLU,B,A,train,182,133
5XVE,A,B,train,331,69
5XVE,B,A,train,76,40
5YL7,A,B,train,339,10
5YRE,A,B,val,142,20
5YRE,B,A,val,141,19
5YRH,A,B,train,142,19
5YRH,B,A,train,141,16
5Z0D,A,B,train,276,44
5Z0D,B,A,train,80,27
5Z0E,A,B,train,273,37
5Z0E,B,A,train,73,23
5Z0F,A,B,train,279,39
5Z0F,B,A,train,77,24
5Z0G,A,B,train,276,41
5Z0G,B,A,train,72,20
5Z0H,A,B,train,273,37
5Z0H,B,A,train,72,21
5Z0I,A,B,train,273,38
5Z0I,B,A,train,73,20
5YD3,A,B,test,231,20
5YD3,C,A,test,229,14
5YD3,E,A,test,230,0
5YD3,G,A,test,226,13
6AT0,A,P,train,52,18
5Z0J,A,B,train,276,41
5Z0J,B,A,train,76,23
5YD4,A,B,train,232,20
5YD4,C,A,train,229,12
5YD4,E,A,train,230,0
5YD4,G,A,train,226,15
5Z0K,A,B,train,276,39
5Z0K,B,A,train,73,22
6AX4,A,C,train,221,25
6AT6,B,A,test,240,68
6AT6,A,B,test,190,58
5Z0L,A,B,test,276,40
5Z0L,B,A,test,73,22
6BCD,A,B,val,205,39
6B9X,A,B,train,60,11
6B9X,B,A,train,126,19
6B9X,C,A,train,121,7
6B9X,D,A,train,90,31
6B9X,E,A,train,91,22
6BHE,A,B,train,216,28
6BCB,F,A,train,181,17
6BCB,A,F,train,145,18
6BHG,A,B,test,215,24
6BHI,A,B,train,216,26
6BHD,A,B,train,217,31
6BXG,A,B,train,97,14
6BRA,A,B,train,99,41
6BRA,B,A,train,99,40
6BSC,A,B,val,57,38
6BSC,B,A,val,48,38
6CN8,A,B,train,152,16
6BJZ,H,L,train,225,51
6BJZ,L,H,train,214,54
6D3Y,A,C,train,245,27
6BXP,A,B,test,275,41
6BXP,B,A,test,99,35
6D40,A,C,train,246,26
6DNO,A,B,train,294,28
6COJ,A,B,val,295,54
6COJ,B,A,val,248,45
6DN7,A,B,test,201,13
6DN7,C,A,test,189,16
5Y34,A,B,train,595,109
5Y34,B,A,train,273,100
5Y34,C,A,train,595,14
5Y34,D,A,train,267,30
6DDM,A,C,train,215,8
6DDM,C,A,train,88,12
6DDM,B,A,train,216,45
6DUB,A,B,test,222,17
6DUB,B,A,test,218,18
6EAT,A,I,val,223,33
6EAU,A,I,val,223,34
6EAV,A,I,train,223,25
6DZ4,A,B,train,255,39
6DZ4,B,A,train,395,39
6EAW,A,I,train,223,32
6EAX,A,I,train,223,28
6E3D,A,B,train,510,27
6E4D,A,F,train,510,27
6F0W,A,S,train,219,34
6EH4,D,E,train,204,63
6EH4,E,D,train,244,61
6EH5,A,B,train,202,56
6EH5,B,A,train,244,64
6ESA,A,E,train,337,35
6EM7,A,D,train,338,35
6F4P,A,B,train,236,17
6F4Q,A,B,train,235,13
6F4R,A,B,val,234,22
6F4T,A,B,train,234,21
6F4J,A,B,train,175,17
6F4J,B,A,train,174,13
6F4J,C,A,train,92,22
6F4J,D,A,train,92,0
6F5Z,A,B,test,226,25
6F5Z,B,A,test,228,27
6F5Z,C,A,test,59,24
6F5Z,D,A,test,55,0
6FBB,A,P,test,232,20
6FAV,A,B,train,229,27
6FAV,C,A,train,228,5
6FAU,A,B,train,229,30
6FAU,C,A,train,229,9
6FC0,A,B,test,192,55
6FC0,B,A,test,77,54
6FAW,A,B,train,228,28
6FAW,C,A,train,228,6
6FBW,A,B,train,227,26
6FBW,C,A,train,227,7
6FCP,A,P,train,232,25
6FJT,H,L,train,251,40
6FC1,A,B,test,181,66
6FC1,B,A,test,64,47
6FC1,C,A,test,181,4
6FC1,D,A,test,53,7
6FG8,A,B,train,188,27
6FG8,B,A,train,189,19
6FR4,A,B,train,202,63
6FR4,B,A,train,244,65
6FR3,A,B,train,202,59
6FR3,B,A,train,244,62
6FRJ,H,B,train,226,12
6FR5,A,B,train,202,59
6FR5,B,A,train,244,57
6FUB,B,A,val,93,30
6FUB,A,B,val,81,26
6FU9,A,B,train,79,25
6FU9,B,A,train,84,30
6FU9,C,A,train,79,6
6FU9,D,A,train,87,4
6FUD,A,B,train,77,25
6FUD,B,A,train,81,31
6G0O,A,B,val,125,19
6G0P,A,B,train,126,16
6G0Q,A,B,train,125,22
6G0R,A,C,train,127,18
6G10,A,B,train,71,13
6G10,B,A,train,76,13
6G10,C,A,train,83,3
6G6K,A,B,val,89,38
6G6K,B,A,val,76,33
6G6K,C,A,val,88,4
6G6K,D,A,val,76,4
6G6X,A,P,train,236,28
6G8L,A,P,train,236,32
6G8K,A,P,train,236,19
6FPO,S,L,train,264,93
6FPO,L,S,train,580,108
6FPO,T,S,train,264,20
6FPO,M,S,train,580,20
6GBW,H,L,train,250,39
6FEA,A,B,train,461,83
6FEA,B,A,train,464,88
6FEA,C,A,train,113,41
6FEA,D,A,train,461,0
6FEA,E,A,train,464,40
6FEA,F,A,train,111,0
6GFQ,A,B,train,338,12
6GFQ,B,A,train,338,13
6FPW,S,L,train,264,106
6FPW,L,S,train,581,114
6FPW,T,S,train,264,22
6FPW,M,S,train,581,21
6GAM,S,L,train,267,90
6GAM,L,S,train,551,103
6GAM,T,S,train,268,22
6GAM,M,S,train,551,17
6GY5,A,U,train,285,21
6GSC,A,B,val,205,21
6GSC,B,A,val,206,21
6HER,A,B,train,103,19
6HER,B,A,train,124,16
6GG7,B,C,test,338,30
6GG7,A,B,test,338,37
6HGM,A,B,train,330,81
6HGM,B,A,train,33,33
6HIP,A,B,test,104,13
6HIP,B,A,test,105,11
6HMT,A,B,test,236,18
6G7R,S,L,train,263,107
6G7R,L,S,train,581,114
6G7R,T,S,train,263,21
6G7R,M,S,train,581,19
6HMU,A,B,train,236,16
6HOI,A,B,train,118,14
6HOI,B,A,train,117,13
6H8J,A,B,train,99,6
6H8J,B,A,train,122,5
6H8J,C,A,train,569,21
6HOL,A,B,train,116,3
6HOL,B,A,train,116,3
6I42,A,B,train,164,21
6GAL,S,L,train,264,107
6GAL,L,S,train,581,115
6GAL,T,S,train,266,23
6GAL,M,S,train,581,21
5NB3,A,B,train,164,0
5NB3,B,A,train,164,0
5NB3,C,A,train,164,0
5NB3,D,A,train,164,33
5NB3,E,A,train,164,0
5NB3,F,A,train,164,15
5NB3,G,A,train,164,0
5NB3,H,A,train,164,0
5NB3,I,A,train,164,0
5NB3,J,A,train,164,0
5NB3,K,A,train,164,0
5NB3,L,A,train,164,0
5NB3,M,A,train,183,35
5NB3,N,A,train,183,0
5NB3,O,A,train,183,17
5NB3,P,A,train,183,18
5NB3,Q,A,train,183,0
5NB3,R,A,train,183,0
5NB3,S,A,train,183,0
5NB3,T,A,train,183,0
5NB3,U,A,train,183,0
5NB3,V,A,train,183,0
5NB3,W,A,train,183,0
5NB3,X,A,train,183,0
6I20,A,B,train,131,5
6I20,B,A,train,133,6
6I20,C,A,train,130,28
6I20,D,A,train,134,0
6HSJ,A,B,train,384,0
6HSJ,B,A,train,389,0
6I51,H,L,train,250,39
6GW3,A,B,train,382,68
6GW3,B,A,train,382,67
6GW3,C,A,train,381,4
6GW3,D,A,train,379,7
6I4D,A,G,train,351,31
6I4D,G,A,train,122,32
6I4H,A,G,train,352,32
6I4H,G,A,train,121,30
6I4E,A,G,train,351,31
6I4E,G,A,train,122,31
6J14,A,B,val,113,26
6J14,B,A,val,112,24
6J14,G,A,val,100,13
6J9O,H,L,val,130,27
6J9O,L,H,val,108,24
6J2U,A,B,train,72,23
6J2U,B,A,train,273,42
6IHX,A,B,test,140,21
6IHX,B,A,test,144,28
6IHX,C,A,test,140,4
6IHX,D,A,test,143,13
6IR2,A,B,train,214,25
6IR2,B,A,train,124,17
6J2A,A,B,train,274,40
6J2A,B,A,train,99,34
6JWM,A,B,test,203,13
5NB4,A,B,val,164,0
5NB4,B,A,val,164,0
5NB4,C,A,val,164,0
5NB4,D,A,val,164,33
5NB4,E,A,val,164,0
5NB4,F,A,val,164,17
5NB4,G,A,val,164,0
5NB4,H,A,val,164,0
5NB4,I,A,val,164,0
5NB4,J,A,val,164,0
5NB4,K,A,val,164,0
5NB4,L,A,val,164,0
5NB4,M,A,val,183,35
5NB4,N,A,val,183,0
5NB4,O,A,val,183,19
5NB4,P,A,val,183,19
5NB4,Q,A,val,183,0
5NB4,R,A,val,183,0
5NB4,S,A,val,183,0
5NB4,T,A,val,183,0
5NB4,U,A,val,183,0
5NB4,V,A,val,183,0
5NB4,W,A,val,183,0
5NB4,X,A,val,183,0
6JOZ,A,B,train,274,39
6JOZ,B,A,train,99,33
6II1,A,B,val,137,22
6II1,B,A,val,143,27
6II1,C,A,val,138,2
6II1,D,A,val,145,14
6KAO,A,B,train,141,23
6KAO,B,A,train,146,24
6KAP,A,B,train,141,22
6KAP,B,A,train,146,23
6KEY,A,B,val,200,13
6KMJ,A,C,train,112,26
6L8G,A,B,train,38,31
6L8G,B,A,train,87,40
6L5V,A,B,train,141,23
6L5V,B,A,train,146,24
6L0V,A,B,train,61,17
6L0V,C,A,train,61,0
6L0V,E,A,train,60,0
6L0V,G,A,train,60,8
6LJK,A,B,test,269,29
6KAH,A,B,train,141,24
6KAH,B,A,train,146,25
6KAH,C,A,train,141,8
6KAH,D,A,train,146,18
6KAH,E,A,train,141,0
6KAH,F,A,train,146,0
6KAH,G,A,train,141,0
6KAH,H,A,train,146,0
6KAI,A,B,train,141,24
6KAI,B,A,train,146,26
6KAI,C,A,train,141,9
6KAI,D,A,train,146,18
6KAI,E,A,train,141,0
6KAI,F,A,train,146,0
6KAI,G,A,train,141,0
6KAI,H,A,train,146,0
6LYC,A,B,train,110,31
6KA9,A,B,val,141,23
6KA9,B,A,val,146,23
6KA9,C,A,val,141,9
6KA9,D,A,val,146,18
6KA9,E,A,val,141,0
6KA9,F,A,val,146,0
6KA9,G,A,val,141,0
6KA9,H,A,val,146,0
6KAE,A,B,train,141,22
6KAE,B,A,train,146,25
6KAE,C,A,train,141,7
6KAE,D,A,train,146,19
6KAE,E,A,train,141,0
6KAE,F,A,train,146,0
6KAE,G,A,train,141,0
6KAE,H,A,train,146,0
6KC4,A,B,train,101,17
6KC4,C,A,train,100,14
6KC4,E,A,train,101,12
6KC4,G,A,train,101,0
6KC4,I,A,train,100,10
6KC4,K,A,train,101,0
6M8W,A,B,test,369,25
6M8Y,A,B,train,369,23
6M9F,A,B,val,368,26
6LCW,A,B,train,141,24
6LCW,B,A,train,146,24
6LCW,C,A,train,141,7
6LCW,D,A,train,146,18
6LCW,E,A,train,141,0
6LCW,F,A,train,146,0
6LCW,G,A,train,141,0
6LCW,H,A,train,146,0
6M9Y,A,B,train,57,47
6M9Y,B,A,train,163,59
6M9Y,C,A,train,57,0
6M9Y,D,A,train,163,6
6LCX,A,B,train,141,23
6LCX,B,A,train,146,24
6LCX,C,A,train,141,7
6LCX,D,A,train,146,18
6LCX,E,A,train,141,0
6LCX,F,A,train,146,0
6LCX,G,A,train,141,0
6LCX,H,A,train,146,0
6MRQ,A,I,train,223,39
6MRQ,I,A,train,32,18
6MS1,A,B,train,94,7
6MS1,B,A,train,94,5
6M64,A,B,test,203,15
6M64,C,A,test,194,35
6M64,E,A,test,193,39
6MS7,A,B,val,265,16
6MYE,A,B,val,93,21
6MEG,H,L,test,219,65
6MEG,L,H,test,213,60
6MT3,A,B,test,276,34
6MT3,C,A,test,100,37
6MV4,H,L,train,235,28
6MV4,L,H,train,54,18
6MTL,A,B,test,276,42
6MTL,B,A,test,99,31
6MYD,A,B,train,155,21
6MYD,C,A,train,151,24
6MT6,A,B,val,276,36
6MT6,C,A,val,99,35
6NPP,A,B,test,141,56
6NPP,B,A,test,134,55
6NV2,A,P,train,235,26
6NE2,B,A,train,193,34
6NE2,A,B,train,119,21
6NSV,A,B,train,128,22
6NSV,B,A,train,130,20
6MEE,A,B,train,218,67
6MEE,B,A,train,213,62
6MEE,C,A,train,229,0
6MEE,D,A,train,213,1
6O21,A,B,test,220,29
6O40,A,B,train,50,18
6O40,B,A,train,36,15
6O3K,L,H,train,214,54
6O3K,H,L,train,218,47
6O53,A,B,train,273,36
6O53,B,A,train,99,32
6O3D,L,H,train,214,58
6O3D,H,L,train,223,53
6NI9,A,B,val,227,71
6NI9,B,A,val,229,71
6O24,A,B,train,229,63
6O24,B,A,train,213,64
6O24,K,A,train,49,0
6OJ7,A,C,val,48,23
6OJ7,C,A,val,35,19
6OC7,H,L,test,219,45
6OC7,L,H,test,212,56
6OC7,C,H,test,58,14
6P2C,A,B,val,275,39
6P2C,B,A,val,99,30
6OSH,L,K,train,113,17
6OSH,K,L,train,81,17
6OSH,H,L,train,114,30
6OSV,L,K,train,111,20
6OSV,K,L,train,81,18
6OSV,H,L,train,119,25
6NVX,A,B,train,203,133
6NVX,B,A,train,527,185
6PQK,A,C,train,108,0
6PQK,C,A,train,108,0
6PQK,B,A,train,90,12
6PQK,D,A,train,88,20
6OFQ,A,B,test,512,21
6PYJ,A,B,train,276,41
6PYJ,B,A,train,99,31
6Q00,A,B,train,76,17
6Q00,B,A,train,44,18
6PYV,A,B,train,276,39
6PYV,B,A,train,99,34
6PYW,A,B,test,276,44
6PYW,B,A,test,100,29
6Q3P,A,B,val,46,46
6Q3P,B,A,val,46,46
6Q3P,C,A,val,46,44
6Q41,B,C,train,46,45
6Q41,C,B,train,46,45
6Q41,A,B,train,46,46
6Q43,A,B,train,44,44
6Q43,B,A,train,44,44
6Q43,C,A,train,43,43
6Q0N,A,B,test,93,16
6Q0N,B,A,test,93,13
6Q0M,A,B,train,93,12
6Q0M,B,A,train,94,19
6QHL,A,P,val,236,31
6Q01,A,B,train,76,0
6Q01,B,A,train,76,2
6Q01,C,A,train,45,14
6Q01,D,A,train,45,13
6QHM,A,P,train,235,16
6QTO,A,B,test,313,29
6QTQ,A,B,train,300,20
6Q8G,A,E,test,114,15
6Q8G,B,A,test,114,38
6Q8G,C,A,test,114,13
6Q8G,D,A,test,114,8
6QSP,A,B,test,399,60
6QSP,B,A,test,238,58
6QTR,A,B,train,303,28
6QTS,A,B,train,298,21
6QTU,A,B,train,306,25
6R19,A,B,val,111,20
6R19,B,A,val,105,18
6R19,C,A,val,109,16
6QTV,A,B,train,304,27
6QTW,A,B,train,298,26
6R18,A,B,val,111,18
6R18,B,A,val,109,18
6R18,C,A,val,106,14
6QDY,A,B,train,99,6
6QDY,B,A,train,122,5
6QDY,C,A,train,569,21
6RHC,A,P,test,227,28
6RD2,B,A,train,109,15
6RD2,A,B,train,110,15
6R4W,A,B,val,195,10
6R4W,B,A,val,192,7
6RJL,A,P,train,236,35
6R4Y,A,B,train,193,22
6R4Y,B,A,train,192,21
6RL3,A,P,train,230,29
6R2W,L,H,train,133,28
6R2W,H,L,train,249,29
6R2W,T,L,train,210,49
6R4Z,A,B,train,198,22
6R4Z,B,A,train,192,23
6ROT,H,L,train,250,41
6RWU,A,P,train,229,28
6RXK,A,B,val,235,29
6S34,B,A,test,30,21
6S07,A,C,train,303,37
6S5S,A,B,test,114,0
6RKG,A,B,train,99,7
6RKG,B,A,train,122,5
6RKG,C,A,train,569,20
6RTP,A,B,train,283,90
6RTP,B,A,train,482,100
6O7M,A,B,train,477,137
6O7M,B,A,train,522,121
6O7M,C,A,train,479,0
6O7M,D,A,train,522,38
6S5P,A,B,train,114,38
6S5P,B,A,train,114,41
6S5P,C,A,train,114,10
6S5P,D,A,train,114,14
6RU9,A,B,train,277,91
6RU9,B,A,train,481,101
6RUC,A,B,train,283,86
6RUC,B,A,train,481,99
6SBA,A,B,train,211,17
6SLG,A,B,train,332,6
6SWT,A,B,train,228,17
6SWT,B,A,train,88,18
6SQP,A,B,train,63,30
6SQP,B,A,train,68,33
6SQP,C,A,train,65,0
6SQP,D,A,train,68,0
6T1Q,A,B,train,172,22
6T1Q,B,A,train,162,25
6T3M,L,H,train,30,26
6T3M,H,L,train,251,41
6SAV,A,B,train,438,19
6SAV,B,A,train,437,20
6T3Q,H,L,train,251,40
6T4A,H,L,val,251,40
6SQO,A,B,train,62,14
6SQO,B,A,train,146,16
6SQO,C,A,train,77,12
6SQO,D,A,train,62,27
6SQO,E,A,train,146,0
6SQO,F,A,train,77,8
6T52,H,L,train,251,38
6T53,H,L,test,251,40
6TAW,A,B,test,172,25
6TAW,B,A,test,171,30
6T5D,A,B,train,172,26
6T5D,B,A,train,172,26
6T55,H,L,train,250,41
6SQK,A,B,train,337,43
6SQK,B,A,train,333,44
6T82,A,B,val,173,24
6T82,B,A,val,171,27
6T56,L,H,val,30,27
6T56,H,L,val,250,43
6TKK,A,B,train,158,13
6RP2,S,L,train,264,95
6RP2,L,S,train,580,110
6RP2,T,S,train,264,20
6RP2,M,S,train,580,20
6TKG,L,H,train,36,29
6TKG,H,L,train,252,39
6TOK,A,B,train,125,6
6TCR,H,L,train,213,49
6TCR,L,H,train,216,53
6TJT,A,B,test,159,12
6TJT,B,A,test,158,12
6TDP,A,B,train,276,40
6TDP,B,A,train,99,31
6TKL,L,H,train,36,29
6TKL,H,L,train,251,42
6TS3,A,B,train,73,10
6TS3,B,A,train,70,8
6TNQ,A,B,train,67,22
6TNQ,C,A,train,75,21
6TNQ,E,A,train,67,11
6UYP,A,B,val,74,17
6U22,A,C,train,223,35
6UYV,A,B,test,76,15
6TRN,A,B,train,274,38
6TRN,B,A,train,98,28
6UAI,S,B,val,266,25
6UYR,A,B,train,74,15
6V4F,A,B,train,90,19
6V4G,A,B,val,90,21
6UYZ,A,B,train,76,15
6UYZ,C,A,train,78,13
6UCE,L,H,test,214,52
6UCE,H,L,test,228,61
6UCF,L,H,train,213,55
6UCF,H,L,train,226,57
6V7Q,C,D,train,77,17
6V7Q,A,C,train,76,9
6V7P,C,D,train,76,17
6V7P,A,C,train,74,8
6TBX,A,B,test,249,14
6TBX,B,A,test,249,13
6TBX,C,A,test,238,38
6TBX,D,A,test,249,45
6V2P,A,B,train,276,39
6V2P,B,A,train,100,36
6V2O,A,B,train,276,41
6V2O,B,A,train,100,34
6V4Q,H,L,train,222,52
6V4Q,L,H,train,212,53
6VJJ,A,B,train,168,23
6VJJ,B,A,train,77,17
6VB2,A,B,val,276,36
6VB2,B,A,val,96,33
6VXY,A,C,train,223,34
6W0V,A,B,train,125,25
6W0V,B,A,train,82,24
6W9L,A,B,train,249,14
6WJ7,B,A,train,219,34
6WG8,A,B,train,218,54
6WG8,B,A,train,216,57
6VJU,A,B,val,316,51
6VJU,B,A,val,317,51
6WFY,H,L,train,228,50
6WFY,L,H,train,215,55
6VRY,L,G,train,214,8
6VRY,H,L,train,225,63
6VNT,A,B,train,268,45
6VNT,B,A,train,395,39
6WDU,A,B,train,254,39
6WDU,B,A,train,396,39
6XIE,A,B,train,92,30
6XIE,B,A,train,277,43
6XIC,A,B,train,92,31
6XIC,B,A,train,289,42
6VI2,A,B,train,215,66
6VI2,B,A,train,231,65
6VI2,C,A,train,215,4
6VI2,D,A,train,236,25
6WX3,A,B,train,268,44
6WX3,B,A,train,389,40
6XTD,A,B,train,132,37
6XTD,B,A,train,163,45
6X0C,A,B,train,253,37
6X0C,B,A,train,394,34
6XBG,A,B,train,300,36
6XBG,B,A,train,303,39
6XTN,A,C,train,303,33
6XTO,A,C,train,303,32
6XTQ,A,C,train,302,34
6XTR,A,C,test,303,34
6XTM,A,C,train,303,32
6XTS,A,C,train,303,33
6XRU,A,B,val,309,77
6XRU,B,A,val,393,73
6XVD,U,P,train,248,30
6XRH,A,B,test,267,48
6XRH,B,A,test,396,43
6XXC,A,B,train,235,25
6XZZ,A,B,train,124,9
6XT0,A,B,train,267,44
6XT0,B,A,train,396,42
6XY5,A,B,test,235,30
6XVT,A,B,val,112,11
6XVT,B,A,val,109,13
6XYX,A,B,train,120,35
6XYX,B,A,train,119,35
6Y18,A,B,train,235,27
6XUK,H,L,train,216,57
6XUK,L,H,train,214,60
6Y1D,A,B,train,235,23
6Y1J,A,P,train,235,26
6Y1L,H,L,train,223,59
6Y1L,L,H,train,217,56
6Y27,A,B,val,276,45
6Y27,B,A,val,100,29
6Y9Q,B,D,train,94,21
6Y8E,A,P,train,229,24
6Y3W,A,B,train,235,23
6Y2B,A,B,train,276,47
6Y2B,B,A,train,100,31
6Y26,A,B,train,276,50
6Y26,B,A,train,100,36
6Y29,A,B,train,276,50
6Y29,B,A,train,100,35
6Y2A,A,B,test,276,53
6Y2A,B,A,test,100,34
6YB6,H,L,train,250,38
6YIA,A,P,train,234,21
6YHJ,L,H,val,33,29
6YHJ,H,L,val,253,44
6YA6,A,B,train,344,95
6YA6,B,A,train,101,72
6YOO,A,B,val,118,22
6YHG,L,H,test,31,26
6YHG,H,L,test,253,43
6YMP,H,L,train,251,40
6YLD,A,B,train,150,28
6YLD,C,A,train,152,9
6YOW,A,P,train,231,24
6YNC,A,B,train,346,38
6YPY,A,P,train,233,28
6YQ2,A,P,val,229,22
6YQG,A,B,train,162,44
6YQG,B,A,train,171,40
6YQV,H,L,train,250,36
6YW1,A,B,test,209,26
6YPQ,A,B,val,164,45
6YPQ,B,A,val,172,42
6YSJ,H,L,train,250,36
6YQI,A,B,train,343,34
6YZH,A,D,train,344,17
6Z00,A,B,train,156,16
6Z00,B,A,train,151,16
6Z1V,A,B,train,80,16
6Z1V,B,A,train,123,20
6Z0M,A,B,train,48,28
6Z0M,B,A,train,48,30
6Z0M,C,A,train,48,0
6Z0M,D,A,train,48,0
6Z0M,E,A,train,48,5
6Z0M,F,A,train,48,1
6Z0M,G,A,train,48,1
6Z0M,H,A,train,48,5
6ZBX,A,B,train,337,16
6ZBX,B,A,train,337,18
7A2W,A,B,train,61,15
7A2X,A,B,train,60,15
7A2Y,A,B,train,60,15
6ZA1,A,B,test,279,87
6ZA1,B,A,test,481,100
7A2Z,A,B,train,59,15
6Z8M,A,B,train,283,87
6Z8M,B,A,train,482,99
7A5M,A,B,train,112,15
7ABT,A,B,train,163,16
7AC4,B,A,train,30,20
6ZMX,A,B,train,138,24
6ZMX,B,A,train,146,30
6ZMX,C,A,train,138,3
6ZMX,D,A,train,146,12
6ZEH,A,C,train,304,78
6ZEH,C,A,train,65,48
6ZEH,B,A,train,308,16
6ZEH,D,A,train,65,0
7AA7,A,B,train,115,7
7AA7,B,A,train,114,7
6ZEG,A,C,train,311,84
6ZEG,C,A,train,66,52
6ZEG,B,A,train,308,14
6ZEG,D,A,train,65,0
6ZEI,A,C,train,305,78
6ZEI,C,A,train,65,50
6ZEI,B,A,train,307,13
6ZEI,D,A,train,65,0
7AC9,H,L,train,251,38
7AXN,A,P,val,233,21
7AZ1,A,P,train,231,23
7AZ2,A,P,train,229,23
7B13,A,P,train,236,31
6Z8J,A,B,train,279,87
6Z8J,B,A,train,482,98
6Z8J,C,A,train,279,0
6Z8J,D,A,train,479,13
7B4U,A,C,train,129,23
7B4U,C,A,train,128,21
7AGC,A,B,val,339,33
7AGC,B,A,val,339,35
7AGC,D,A,val,339,4
7AGC,F,A,val,339,7
7AQZ,A,B,train,358,119
7AQZ,B,A,train,361,123
7AQZ,C,A,train,124,4
7AQZ,D,A,train,93,22
7AGE,A,I,train,339,29
7AGE,B,A,train,339,0
7AGE,D,A,train,339,0
7AGE,F,A,train,339,0
7B9R,A,B,train,236,16
7B56,B,A,val,303,25
7B56,A,B,val,68,24
7B9T,A,B,train,236,17
7B4V,C,A,train,126,13
7B4V,A,C,train,128,15
7BA3,A,B,train,236,19
7BA6,A,B,train,236,17
7BA5,A,B,train,236,18
7BA7,A,B,train,236,17
7BA8,A,B,train,236,18
7BAB,A,B,train,236,18
7BG3,A,P,train,231,21
7BAA,A,B,train,236,17
7BI3,A,P,val,230,26
7BIW,A,P,train,231,26
7BJF,A,P,val,235,25
7BIQ,A,P,val,230,26
7BJL,A,P,train,231,24
7BKH,A,P,train,226,24
7CIO,A,B,train,109,19
7BNT,A,B,val,71,17
7BNT,B,A,val,75,14
7BNT,C,A,val,84,3
7BJW,A,P,train,230,24
7D0E,A,B,val,96,18
7CN7,A,C,train,178,30
7CN7,C,A,train,75,29
7CQ3,A,B,train,298,28
7CQ3,B,A,train,74,27
7D3D,A,a,train,139,21
7D3D,B,A,train,138,5
7D8D,A,D,train,232,23
7D5B,A,D,train,369,25
7D5B,D,A,train,112,26
7DA0,B,C,train,95,56
7DA0,C,B,train,74,46
7DMA,A,B,val,93,72
7DMA,B,A,val,91,79
7D9Z,L,H,train,217,60
7D9Z,H,L,train,207,57
7ADY,A,B,train,473,85
7ADY,B,A,train,465,86
7ADY,C,A,train,113,38
7ADY,D,A,train,473,0
7ADY,E,A,train,466,40
7ADY,F,A,train,111,0
7DDM,A,E,train,259,7
7DNG,A,B,val,161,22
7E0B,A,B,train,96,16
7ADR,A,B,train,473,85
7ADR,B,A,train,465,86
7ADR,C,A,train,113,40
7ADR,D,A,train,473,0
7ADR,E,A,train,466,40
7ADR,F,A,train,111,0
7DOH,L,I,test,218,13
7DOH,H,I,test,210,8
7AIZ,A,B,train,473,85
7AIZ,B,A,train,464,86
7AIZ,C,A,train,112,41
7AIZ,D,A,train,473,0
7AIZ,E,A,train,465,40
7AIZ,F,A,train,111,0
7EK6,A,B,train,50,23
7ETU,A,B,train,127,15
7ETV,A,B,train,128,14
7F3S,A,B,val,110,31
7EKB,H,L,train,216,48
7EKB,L,H,train,212,44
7FK9,A,B,train,237,10
7FK9,B,A,train,300,8
7FK2,A,B,train,237,10
7FK2,B,A,train,300,8
7FKD,A,B,train,237,10
7FKD,B,A,train,300,10
7DY3,A,B,train,141,23
7DY3,B,A,train,146,26
7DY3,C,A,train,141,9
7DY3,D,A,train,146,17
7DY3,E,A,train,141,0
7DY3,F,A,train,146,0
7DY3,G,A,train,141,5
7DY3,H,A,train,146,1
7FKH,A,B,test,237,10
